RIDAGEYR	0.8058438386415419
INDFMPIR	0.8016240865888236
outcome_s	0.2489
URXUMA	0.8935026656892004
URXUMS	0.8962624894255821
URXUCR	0.9064963470553882
URXCRS	0.9042668930252248
URDACT	0.9166748626830798
WTFOL2YR	0.8912400511905475
URXVOL1	0.8852128613318808
URDFLOW1	0.94471589380197
URDTIME1	0.8692852103828994
LBXWBCSI	0.7993593386147995
LBXLYPCT	0.9162712621913649
LBXMOPCT	0.8105557634206185
LBXNEPCT	0.9293557531998393
LBXEOPCT	0.7587063706847426
LBXBAPCT	0.11738000000000015
LBDLYMNO	0.5222981368463504
LBDMONO	0.06559000000000004
LBDNENO	0.7538371415353783
LBDEONO	0.12196999999999991
LBXRBCSI	0.8927934514568306
LBXHGB	0.7388497016530036
LBXHCT	0.9219704489096647
LBXMCVSI	0.8831343718370265
LBXMCHSI	0.8107893127124042
LBXMC	0.3992050235057085
LBXRDW	0.5914387248322148
LBXPLTSI	0.927919522803848
LBXMPSI	0.560770388219545
LBXIRN	0.8589077729250627
LBDIRNSI	0.8648284025082954
LBXUIB	0.879116834149371
LBDUIBSI	0.8713732749833691
LBDTIB	0.8618268413461324
LBDTIBSI	0.8676531974416095
LBDPCT	0.537113221326933
LBXHSCRP	0.9570011903178838
LBXCOT	0.36090412055015697
LBDHDD	0.6894675499717295
LBDHDDSI	0.7365498711049302
LBXTC	0.8973632078528383
LBDTCSI	0.886254632812556
LBXFER	0.943923627973439
LBDFERSI	0.9560152130030424
PHAFSTHR	0.3251187939698492
PHAFSTMN	0.7262368023403714
LBXBPB	0.8407435300324513
LBDBPBSI	0.20222422046552468
LBXBCD	0.7068479652624945
LBDBCDSI	0.7223579108781442
LBXTHG	0.7063939484488719
LBDTHGSI	0.6849294270190615
LBXBSE	0.9502328613684788
LBDBSESI	0.8775045688988631
LBXBMN	0.9468691376590523
LBDBMNSI	0.9395181002227471
LBXIHG	0.714491042674005
LBDIHGSI	0.6956346854942234
LBXBGM	0.6600981481049035
LBDBGMSI	0.6605090933664535
LBXVIC	0.8865201689500413
LBDVICSI	0.8823281395216782
LBXGH	0.49962309024309026
LBXSATSI	0.5705810403832992
LBXSAL	0.11618000000000006
LBDSALSI	0.11653000000000013
LBXSAPSI	0.7721393960101677
LBXSASSI	0.5127999243075865
LBXSC3SI	0.12999572649572655
LBXSBU	0.23260817963661307
LBDSBUSI	0.241831555060798
LBXSCLSI	0.09872999999999987
LBXSCK	0.8672009118112791
LBXSCR	0.8255115907264965
LBDSCRSI	0.8416641792378641
LBXSGB	0.29244656127157753
LBDSGBSI	0.2926765612715776
LBXSGL	0.5720811917800108
LBDSGLSI	0.5835137303358182
LBXSGTSI	0.7722888916314518
LBXSIR	0.8739475737790585
LBDSIRSI	0.8103907695653116
LBXSLDSI	0.8515012427611187
LBXSOSSI	0.396303436108256
LBXSPH	0.3928218307456066
LBDSPHSI	0.4117810168913155
LBXSKSI	0.12980999999999998
LBXSNASI	0.08843999999999996
LBXSTB	0.1277600000000001
LBDSTBSI	0.13780000000000003
LBXSCA	0.23814334470989762
LBDSCASI	0.23979334470989755
LBXSCH	0.8796696986443728
LBDSCHSI	0.8683648588110924
LBXSTP	0.2837908097027675
LBDSTPSI	0.28270080970276734
LBXSTR	0.8670063709232475
LBDSTRSI	0.8936517383591298
LBXSUA	0.6353198626906741
LBDSUASI	0.6426238728290548
DBD895	0.2100713242531762
DBD900	0.19800857354028079
DBD905	0.26656080321285147
DBD910	0.25069606654783116
SLD012	0.19676239789196315
SLD013	0.22046211221122114
PAD680	0.2479187709497207
WHD010	0.15291999999999994
WHD020	0.8005883042661065
WHD050	0.7715369957297774
WHD120	0.6162791452104313
WHD140	0.7931975121010832
WHQ150	0.7788028927131003
WTDRD1	0.8989331053435579
WTDR2D	0.892641333478982
DR2DBIH	0.7982639420318568
DR2TNUMF	0.349176742596811
DR2TKCAL	0.9536288127991855
DR2TPROT	0.9511483804562457
DR2TCARB	0.9502530043224575
DR2TSUGR	0.9464175794933837
DR2TFIBE	0.9117821457284341
DR2TTFAT	0.9517944554682786
DR2TSFAT	0.9488167626325887
DR2TMFAT	0.9559071930010768
DR2TPFAT	0.9527442750140314
DR2TCHOL	0.9409764060442836
DR2TATOC	0.9419899446786185
DR2TATOA	0.8542039048150734
DR2TRET	0.9555084212163634
DR2TVARA	0.9412385189691088
DR2TACAR	0.8519334566313614
DR2TBCAR	0.9372353465346535
DR2TCRYP	0.7225796463471381
DR2TLYCO	0.6345132517744128
DR2TLZ	0.9391190818858561
DR2TVB1	0.9467498025707823
DR2TVB2	0.9492737510272649
DR2TNIAC	0.9483756875148371
DR2TVB6	0.9394389884713343
DR2TFOLA	0.9355012824630831
DR2TFA	0.8882838843887509
DR2TFF	0.9119528011272453
DR2TFDFE	0.9396261922960485
DR2TCHL	0.9536436812847604
DR2TVB12	0.9285249747185554
DR2TB12A	0.8490321827455104
DR2TVC	0.9602403617450707
DR2TVD	0.8440569573085688
DR2TVK	0.9405659342275148
DR2TCALC	0.93936626920056
DR2TPHOS	0.950604291054707
DR2TMAGN	0.9134278228431916
DR2TIRON	0.946340580160387
DR2TZINC	0.9494302422415108
DR2TCOPP	0.9433104663551167
DR2TSODI	0.9433264949700279
DR2TPOTA	0.9558254621114264
DR2TSELE	0.9456868359114883
DR2TCAFF	0.6575019503670478
DR2TTHEO	0.9082413015530988
DR2TALCO	0.8226708438328325
DR2TMOIS	0.9468545559521704
DR2TS040	0.8998444544466864
DR2TS060	0.8827641647277804
DR2TS080	0.9292301789326279
